article_id,segment_id,segment_text,annee,entity_location,entity_date,entity_location_cam,entity_date_cam,publication_date,heidletime_dates,real_entity_location,real_entity_location_cam,similarity_score,best_term,concept,theme,neutral
133,2,"dans la recherche afin de combler un vide dans ce domaine au Burkina Faso, où très peu de personnes sy aventurent. Sié Simplice HIEN Sidwaya",2009,"[""'Burkina Faso'""]",[],"[""'Burkina Faso'""]",[],2009-01-14,[],"{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.5670831,moyen de subsistance en danger,famine,alimentaire,0
134,1,"le transport du carburant des différents ports au dépôt de Bingo. La raison serait que la Sonabhy ne mettrait pas du sien pour régler, dans des délais raisonnables, les factures soumises par les transporteurs. De ce fait, la société narriverait plus à disposer de la quantité nécessaire à la consommation nationale. Hubert Yaméogo, le DG, a, du reste, publié un communiqué par voie de presse pour inviter les transporteurs au respect de la parole donnée. Cest dire à quel point la situation est des plus difficiles. Le pays na donc que le choix dune rationalisation de la consommation. Ce serait essentiellement pour cette raison que la Sonabel a été soumise au régime du service minimum. Tout logiquement, cest la clientèle qui, en dernier ressort, paie les pots cassés. Les délestages posent avec acuité la question de la production de lélectricité au Burkina. Depuis plusieurs années, le projet dinterconnexion avec la Côte-dIvoire est annoncé comme la solution miracle mais sa réalisation tarde à sachever. On nous parle maintenant de la fin 2009. Les délestages sans fin écornent limage du Burkina et auront, à coup sûr, un impact négatif sur certains investisseurs qui ne viendront pas jeter leur argent dans lachat dune électricité parmi les plus chères du monde et qui, de surcroît, viendrait à ne pas être disponible en permanence. A. igor Le Journal du Jeudi",2009,[''],['fin 2009'],"[""'Bingo'"", ""'Burkina'"", ""'Côte-dIvoire'"", ""'Burkina'""]","['plusieurs années', 'maintenant', 'la fin 2009.']",2009-06-12,"['2009-06-12', '2009', '2009-06-11']",{},"{'Bingo': {'type': 'department', 'lat': '12.302463450000001', 'lon': '-1.8999807334337353', 'count': 1}, 'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 2}}",0.62829584,moyen de subsistance en danger,famine,alimentaire,0
135,1,"pas reluisant. On note par exemple zéro réalisation de latrines dans les écoles, les centres de santé, les milieux publics et dans les familles au cours des six premiers mois de cette année. Le rapport dexécution du Programme national dapprovisionnement en eau potable et assainissement à lhorizon 2015 PN-AEPA 2015 dans la région du Centre indique que durant le premier semestre 2009, aucun ouvrage dassainissement na été réalisé . Le rapport indique labsence de moyens financiers, linsuffisance de personnel et de moyens logistiques, entre autres. Dans le domaine de l assainissement, le Centre sest fixé pour objectif de faire passer le taux daccès à lassainissement de 10 à 54 en 2015. Cela suppose la construction de près de 10 mille ouvrages et la réhabilitation des ouvrages endommagés pour couvrir les besoins de 132 430 personnes. Sajoute la réalisation de 8 ouvrages chaque année dans les écoles et les centres de santé. Vu lévolution du niveau dexécution surtout en milieu rural, le maire de Komsilga affirme alors qu en assainissement, il reste beaucoup à faire . En dehors des différents écoles et CSPS dotés de latrines répondant aux règles, dans les familles, quand il y a des latrines, elles ne répondent pas aux normes , dit-il. Au cours de la 5ème session du comité régional de pilotage du PN-AEPA 2015, la directrice régionale de lAgriculture, de lHydraulique et des Ressources halieutiques du Centre, Jeanne Zongo a attiré lattention des autorités régionales sur le faible niveau de financement des infrastructures dassainissement et dapprovisionnement en milieu rural. Elle a également fait savoir que les bailleurs de fonds occultent généralement la partie rurale de la région du Centre. Les villages soccupent des citadins, en attendant leur réhabilitation Quand on parle du Centre, les gens voient seulement Ouagadougou et quand ils regardent Ouagadougou, ils se",2009,"[""'Komsilga'"", ""'région du Centre'"", ""'Ouagadougou'"", ""'Ouagadougou'""]","['2015', '2009', '2015']","[""'région du Centre'"", ""'Centre'"", ""'Komsilga'"", ""'de lAgriculture"", ""de lHydraulique et des Ressources halieutiques du Centre'"", ""'région du Centre'"", ""'Centre'"", ""'Ouagadougou'"", ""'Ouagadougou'""]","['six premiers mois de cette année', '2015', '2009,', 'à 54 en 2015.', '2015,']",2009-09-16,"['2009', '2015', '2015', '2009', '1910', '1954', '2015', '2015']","{'Komsilga': {'type': 'department', 'lat': '12.164079999999998', 'lon': '-1.6164110058345758', 'count': 1}, 'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 2}}","{'Centre': {'type': 'region', 'lat': '12.36732', 'lon': '-1.5430869129979032', 'count': 2}, 'Komsilga': {'type': 'department', 'lat': '12.164079999999998', 'lon': '-1.6164110058345758', 'count': 1}, 'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 2}}",0.6774149,pénurie d'eau,sécheresse,environment,0
135,2,"la région du Centre. Les villages soccupent des citadins, en attendant leur réhabilitation Quand on parle du Centre, les gens voient seulement Ouagadougou et quand ils regardent Ouagadougou, ils se disent que ça va , se plaint-elle. Le Centre, avec un million sept cent trente mille habitants 1 730 000 , abrite 20 de sa population en milieu rural, selon le recensement de 2006. Cette portion rurale ne bénéficie pas des services dassainissement de lOffice national de leau et de lassainissement ONEA, qui concentre ses activités sur la ville de Ouagadougou. Les Ouagalais ont lhabitude de prendre les villages environnants juste comme des lieux de loisirs où lon peut retrouver quelques habitudes rustiques, respirer le grand air et décompresser les week-ends avant de reprendre contact avec le stress de la capitale. La catastrophe pluviométrique qui sest abattue sur la capitale le 1er septembre 2009 montre que ces villages ne servent pas quà cela et peuvent même sauver Ouagadougou. Larrondissement de Boumiougou a vu ses 4 secteurs frappés par le sinistre. Cependant, deux de ses 4 villages, à savoir Boassa et Zagtouli étaient plus ou moins épargnés et devenus tout dun coup plus sûrs que les zones urbaines. Alors que lhôpital Yalgado était envahi de toutes parts par les eaux, le dispensaire de Zagtouli est resté dans le sec et sest vu attribuer dautres responsabilités : soccuper de certains sinistrés de Ouagadougou, notamment ceux hébergés à lécole Sak-Wendé Zongo. Pour le major du dispensaire, Athanase Bassinga, cest un sacrifice supplémentaire quon fait avec joie pour satisfaire les besoins de la population, avec toutes les fatigues possibles des collègues . Ce dispensaire, qui nabritait que la maternité jusquen 2004, est très sollicité par les villages voisins mais surtout, par les femmes venant de la ville, pour des raisons financières, entre autre. Il",2009,"[""'Centre'"", ""'Centre'"", ""'Ouagadougou'"", ""'Ouagadougou'"", ""'Centre'"", ""'Ouagadougou'"", ""'Ouagadougou'"", ""'Larrondissement de Boumiougou'"", ""'Boassa'"", ""'Zagtouli'"", ""'Zagtouli'"", ""'Ouagadougou'""]","['2006', '1er septembre 2009', '2004']","[""'Centre'"", ""'Centre'"", ""'Ouagadougou'"", ""'Ouagadougou'"", ""'Centre'"", ""'Ouagadougou'"", ""'Ouagalais'"", ""'Ouagadougou'"", ""'Boumiougou'"", ""'Boassa'"", ""'Zagtouli'"", ""'Yalgado'"", ""'Zagtouli'"", ""'Ouagadougou'"", ""'école Sak-Wendé Zongo'""]","['2006.', 'le 1er septembre 2009', '2004,']",2009-09-16,"['2006', '2009-09-01', '2004']","{'Centre': {'type': 'region', 'lat': '12.36732', 'lon': '-1.5430869129979032', 'count': 3}, 'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 5}}","{'Centre': {'type': 'region', 'lat': '12.36732', 'lon': '-1.5430869129979032', 'count': 3}, 'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 5}}",0.5935,crise de subsistances,famine,alimentaire,0
135,3,"qui nabritait que la maternité jusquen 2004, est très sollicité par les villages voisins mais surtout, par les femmes venant de la ville, pour des raisons financières, entre autre. Il reçoit actuellement 1 100 consultants de tous genres par mois et 70 consultantes dans les services de la maternité. Le major demande naturellement quil soit équipé et renforcé en personnel. Le dispensaire de Zagtouli compte actuellement cinq infirmiers. En terme dassainissement, M. Bassinga révèle quen saison pluvieuse, le dispensaire est envahi par des herbes. On a dû chercher des gens pour désherber certaines zones devenues très dangereuses à cause des reptiles , a-t-il dit, tout heureux devant quelque 50 villageois mobilisés par le 1er adjoint du mairie de Boulmiougou afin de poursuivre le désherbage. Ils sont venus aujourdhui et ça nous réconforte , ajoute-t-il. Linsalubrité engendre la propagation des maladies surtout en période hivernale les herbes favorisent les moustiques, doù notre action de ce matin , a expliqué pour sa part Joannhy Ouédraogo, 1er adjoint au maire de Boulmiougou. Les villageois se sont donné rendez-vous une autre fois car le site du dispensaire est tellement envahi par les herbes et nont pas pu achever lopération de nettoyage en une journée. Ces oubliés de lassainissement urbain, qui subissent les contrecoups du développement de Ouagadougou restent cependant des zones de secours en cas de catastrophes dans la capitale. Dailleurs, le Premier ministre note que sinistrés ou pas, personne ne pourra à nouveau construire dans les nids de marigots et quil faut trouver des zones sûres où bâtir les sites daccueils, puisquil faudra libérer les écoles pour la rentrée. Les villages proches que certains opérateurs prennent pour des poubelles de la ville sont regardés avec dautres yeux. Mouor Aimé KAMBIRE Sidwaya",2009,"[""'Boulmiougou'"", ""'Boulmiougou'"", ""'Ouagadougou'""]",['2004'],"[""'Zagtouli'"", ""'Boulmiougou'"", ""'Boulmiougou'"", ""'Ouagadougou'""]","['2004,', 'aujourdhui']",2009-09-16,"['2004', '2009-09-16', '2009-09-16']","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}}","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}}",0.583061,moyen de subsistance en danger,famine,alimentaire,0
135,4,certains opérateurs prennent pour des poubelles de la ville sont regardés avec dautres yeux. Mouor Aimé KAMBIRE Sidwaya,2009,[''],[],"[""'dwaya'""]",[],2009-09-16,[],{},{},0.5780786,moyen de subsistance en danger,famine,alimentaire,0
136,0,"Secours aux sinistrés : Un besoin urgent de plus de 7 milliards de FCFA.lundi 7 septembre 2009 à 03h22min.Le gouvernement burkinabè est débordé par les dégâts de la forte pluie qui sest abattue sur la région du Centre, notamment à Ouagadougou, le 1er septembre 2009. Pour faire face à la crise, le Premier ministre, Tertius Zongo et ses collaborateurs ont appelé, le 4 septembre 2009, à la solidarité agissante des partenaires et amis du Burkina Faso. La pluie du 1er septembre 2009 a mis le Burkina Faso en difficulté. Lon continue denregistrer des morts portant le nombre de décès à huit sept à Ouagadougou et un dans la province du Sourou, à la date du 4 septembre. Les dégâts matériels et financiers, quant à eux, sont incalculables. Pour le moment, ce ne sont que des estimations, car lampleur du désastre dû aux inondations est sans commune mesure. Ainsi, quatre jours après cette pluie apocalyptique, qui a mis le Burkina Faso dans une situation qui dépasse ses capacités de prévision en termes de gestion des catastrophes , le gouvernement burkinabè, à travers son Premier ministre, Tertius Zongo, a sollicité laide internationale. Le gouvernement ne peut pas, tout seul, faire face à la situation. Cest pourquoi, je voudrais appeler à votre solidarité agissante , a déclaré Tertius Zongo, le 4 septembre 2009, devant les partenaires du Burkina Faso. Le Premier ministre burkinabè a informé le corps diplomatique et les organisations internationales et sous-régionales que provisoirement, les besoins de financement des actions durgence se chiffrent à près de sept 7 milliards de FCFA. Selon lui, cette somme est destinée à couvrir les besoins humanitaires et la réhabilitation en urgence des infrastructures routières endommagées. M. Zongo a précisé que cette estimation ne prend pas en compte les aides à la reconstruction et à la",2009,"[""'Ouagadougou'"", ""'Ouagadougou'"", ""'province du Sourou'""]","['7 septembre 2009', '1er septembre 2009', '4 septembre 2009', '1er septembre 2009', '4 septembre 2009']","[""'région du Centre'"", ""'Ouagadougou'"", ""'Burkina Faso'"", ""'Burkina Faso'"", ""'Ouagadougou'"", ""'province du Sourou'"", ""'Burkina Faso'"", ""'Burkina Faso'""]","['ndi 7 septembre 2009 à 03h22min', 'le 1er septembre 2009.', 'le 4 septembre 2009,', '1er septembre 2009 a', '4 septembre', ', quatre jours après', 'le 4 septembre 2009,']",2009-09-07,"['2009-09-07', '2009-09-01', '2009-09-04', '2009-09-01', '2009-09-04', '2009-09-07', '2009-09-04']","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 2}, 'Sourou': {'type': 'province', 'lat': '13.2311675', 'lon': '-2.9621810439189185', 'count': 1}}","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 2}, 'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 4}, 'Sourou': {'type': 'province', 'lat': '13.2311675', 'lon': '-2.9621810439189185', 'count': 1}}",0.60448074,aide humanitaire insuffisante,action étatique insuffisante,sociopolitique,0
136,1,"humanitaires et la réhabilitation en urgence des infrastructures routières endommagées. M. Zongo a précisé que cette estimation ne prend pas en compte les aides à la reconstruction et à la réinsertion des sinistrés. A entendre le chef du gouvernement, le Burkina Faso œuvre à assurer lavenir. Il sagit de réaliser des ouvrages plus performants dassainissement et découlement des eaux de Ouagadougou et de mettre en place un dispositif pérenne et efficace dintervention en matière de gestion des catastrophes par un plan général dorganisation des secours plan ORSEC avec tous les équipements subséquents. Dores et déjà, les estimations sommaires dégagent un besoin global de 70 milliards 210 millions de FCFA , soutient Tertius Zongo. Triste bilan Le bilan des inondations du 1er septembre 2009 est lourd et désolant. Le Premier ministre a fait le point des sinistrés dont les habitations sont tombées par manque de solidité. En ce qui concerne la commune de Ouagadougou, 24 489 maisons dhabitation se sont écroulées pour une valeur estimée à 13 224 060 000 FCFA. Il ressort que 67,08 de ces logements se trouvent dans les zones non loties et 32,29 en zones loties. Ce qui donne un total de 150 000 sinistrés à Ouagadougou et dans les communes rurales de la région du Centre. Parmi eux, 130 000 environ ont été regroupés dans des sites daccueil et 20 000 environ ont été secourues par des familles voisines, des parents ou amis. Selon toujours les chiffres du gouvernement, au total 110 sites daccueil ont été ouverts à Ouagadougou dont 60 sites principaux regroupant plus de 200 personnes et 50 sites secondaires de moins de 200 personnes. Le Premier ministre note que la situation est de moindre ampleur dans les autres régions. Toutefois, environ 180 logements se sont écroulés occasionnant environ 500 sinistrés , indique-t-il. La",2009,"[""'Ouagadougou'"", ""'Ouagadougou'"", ""'Ouagadougou'"", ""'Ouagadougou'""]",['1er septembre 2009'],"[""'Burkina Faso'"", ""'Ouagadougou'"", ""'Ouagadougou'"", ""'Ouagadougou'"", ""'région du Centre'"", ""'Ouagadougou'""]",['1er septembre 2009'],2009-09-07,['2009-09-01'],"{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 4}}","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}, 'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 4}}",0.6312176,aide humanitaire insuffisante,action étatique insuffisante,sociopolitique,0
136,2,"personnes. Le Premier ministre note que la situation est de moindre ampleur dans les autres régions. Toutefois, environ 180 logements se sont écroulés occasionnant environ 500 sinistrés , indique-t-il. La liste des dégâts, au plan matériel est aussi longue. Des ouvrages et des édifices publics ont été endommagés. En ce qui concerne les ouvrages, trois barrages ont cédé, à savoir deux dans les communes de Saaba et de Koubri dans la région du Centre et un à Tongomayel dans la province du Soum, région du Sahel. Dans son bilan, Tertius Zongo a souligné que 12 ponts ont été affectés à Ouagadougou dont quatre provisoirement hors dusage. Les édifices publics, notamment le centre hospitalier universitaire Yalgado Ouédraogo, la Direction générale des transports terrestres et maritimes DGTTM, le Bureau national des sols, la cinémathèque du FESPACO, etc. ont fait les frais des eaux. Les partenaires tiennent de fortes promesses Létat des lieux des dégâts de la pluie de plus de 263 mm deau du 1er septembre 2009 dressé par Tertius Zongo, a touché les partenaires du Burkina présents à la rencontre du 4 septembre dernier. Ils ont salué cette rencontre qui leur permet davoir une vision claire de lampleur du désastre. Tous ceux qui ont pris la parole ont, avec émotion, manifesté leur compassion au peuple burkinabè frappé par cette catastrophe due à une pluie qualifiée de déca millénaire, cest-à-dire une pluie qui ninterviendrait que sur dix mille ans. Lambassadeur de France, François Golblatt, a annoncé quil met à la disposition du Burkina Faso 50 millions de FCFA en attendant la réaction de Paris. Pour sa part, lambassadeur de Taïwan, Tao Wen Lung, apporte un soutien de 131 millions de FCFA. Le chargé daffaires de lambassade des USA, la représentante de la BAD, le coordonnateur du système des Nations unies, lUnion européenne,",2009,"[""'Saaba'"", ""'Koubri'"", ""'région du Centre'"", ""'Tongomayel'"", ""'province du Soum'"", ""'région du Sahel'"", ""'Ouagadougou'""]",['1er septembre 2009'],"[""'Saaba'"", ""'Koubri'"", ""'du Centre'"", ""'Tongomayel'"", ""'Soum'"", ""'Sahel'"", ""'Ouagadougou'"", ""'centre hospitalier universitaire Yalgado Ouédraogo'"", ""'Burkina'"", ""'France'"", ""'Burkina Faso'"", ""'Paris'"", ""'Taïwan'"", ""'USA'""]","['1er septembre 2009', '4 septembre dernier', 'dix mille ans']",2009-09-07,"['2009-09-01', '2009-09-04']","{'Saaba': {'type': 'town', 'lat': '12.376944', 'lon': '-1.420833', 'count': 1}, 'Koubri': {'type': 'department', 'lat': '12.1871269', 'lon': '-1.4005212', 'count': 1}, 'Tongomayel': {'type': 'department', 'lat': '14.07293855', 'lon': '-1.2987573487473272', 'count': 1}, 'Sahel': {'type': 'region', 'lat': '14.0279165', 'lon': '-0.7717775666263393', 'count': 1}, 'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}}","{'Saaba': {'type': 'town', 'lat': '12.376944', 'lon': '-1.420833', 'count': 1}, 'Koubri': {'type': 'department', 'lat': '12.1871269', 'lon': '-1.4005212', 'count': 1}, 'Tongomayel': {'type': 'department', 'lat': '14.07293855', 'lon': '-1.2987573487473272', 'count': 1}, 'Sahel': {'type': 'region', 'lat': '14.0279165', 'lon': '-0.7717775666263393', 'count': 1}, 'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}, 'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.70397735,dommage aux infrastructures,insuffisance d'infrastructures de transport ou santé,sociopolitique,0
136,3,"Lung, apporte un soutien de 131 millions de FCFA. Le chargé daffaires de lambassade des USA, la représentante de la BAD, le coordonnateur du système des Nations unies, lUnion européenne, lambassade dAllemagne, lUEMOA, lambassade du Canada et la Coopération suisse ont aussi manifesté sur place, leur volonté daider le Burkina Faso à surmonter la crise. La préoccupation des partenaires a été de savoir vers qui exactement se tourner pour acheminer les aides. Tertius Zongo leur a indiqué que cest le Comité national de secours durgence et de réhabilitation CONASUR qui pilote lopération. Il a précisé que le CONASUR est sous la tutelle du ministère de lAction sociale et de la Solidarité nationale qui, lui-même, est partie intégrante dune cellule gouvernementale mise en place pour gérer la situation. La reconstruction doit commencer par les Burkinabè Le Premier ministre a souhaité quil y ait une coordination des actions des experts qui viendront au nom des différents partenaires et institutions pour constater les dégâts sur le terrain afin déviter les lenteurs et le désordre. Il a réitéré sa profonde gratitude au regard de la spontanéité avec laquelle les partenaires et amis du Burkina ont manifesté leur solidarité à légard du Burkina dans ces moments particulièrement difficiles. Il a aussi souhaité que la mobilisation se renforce davantage en vue de permettre de faire face conséquemment à cette catastrophe. Cest bien de rencontrer la communauté internationale, mais ce qui est plus important, cest de sentir que cette solidarité que nous avons vue continue. Cest pourquoi le président du Faso a souhaité quà partir de ce lundi 7 septembre 2009 à 10 heures, à lancien palais sis à Koulouba, que les Burkinabè viennent et laissent parler leur cœur. Nous devons dabord penser à la construction de notre pays, ce ne sont pas les autres qui vont",2009,"[""'Koulouba'""]",['lundi 7 septembre 2009'],"[""'USA'"", ""'dAllemagne'"", ""'Canada'"", ""'Burkina Faso'"", ""'Burkinabè'"", ""'Burkina'"", ""'Burkina'"", ""'Faso'"", ""'Koulouba'"", ""'Burkinabè'""]","['lundi 7 septembre 2009 à 10 heures, à']",2009-09-07,['2009-09-07'],{},"{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.57745665,aide humanitaire,aide humanitaire non alimentaire ou non specifiée,alimentaire,0
137,1,"se pencher sur la problématique des adoptions et placements de ces êtres fragiles et innocents que sont les enfants. Il ressort donc que ladoption internationale en tant qualternative de prise en charge des enfants malgré les nombreux cas de succès ne doit pas faire occulter les cas déchecs de même que les risques auxquels sont exposés les enfants adoptés. A ce sujet, le ministre de lAction sociale dira : A défaut de ne pouvoir empêcher ladoption denfants, nous avons le devoir de leur donner des chances de protection dans leurs pays daccueil, en sassurant que les adoptions ont été faites dans le strict respect des dispositions de la convention de La Haye . Au Burkina Faso, il existe 2 types dadoptions selon le Code des personnes et de la famille. Il sagit de ladoption simple qui est révocable et celle dite plénière qui est irrévocable. Ladoption plénière qui consiste à donner une famille à un enfant retient aujourdhui plus dattention car, comme laffirment des spécialistes dans le domaine, ladoption, cest la rencontre de deux histoires une histoire damour et de patience . Le présent forum vise donc à établir une vision commune et partagée par les pays dorigine et daccueil laquelle vision servira à sécuriser toutes les parties prenantes dans les adoptions internationales denfants. Pour ce faire, les pays participants devront conjuguer leurs efforts pour quensemble des solutions efficaces soient trouvées pour faire du respect des droits de lenfant adopté une réalité. Alphonsine M. Laure Ido Stagiaire LObservateur Paalga",2009,"[""'Burkina Faso'""]",[],"[""'Burkina Faso'""]",['aujourdhui'],2009-12-08,[],"{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.52065885,moyen de subsistance en danger,famine,alimentaire,0
138,0,"Rentrée scolaire 2009-2010 : Pas de report suite aux inondations.jeudi 10 septembre 2009 à 03h47min.Le gouvernement fait une offre de coopération aux Organisations de la société civile OSC dans le cadre de la riposte à la catastrophe due à la pluie diluvienne du 1er septembre. Au cours dune rencontre hier mercredi 9 septembre 2009, le premier ministre, Tertius Zongo a fait aux OSC, le point des efforts entrepris pour juguler la crise et a donné des pistes dintervention ainsi que les mécanismes mis en place pour une contribution efficiente des ONG et associations. Il a fallu deux heures dintenses discussions pour que le gouvernement et les Organisations de la société civile parlent enfin le même langage sur la façon dont chaque acteur peut apporter sa pierre dans la gestion de la catastrophe causée par la pluie diluvienne du 1er septembre 2009 dans la capitale. Le Premier ministre, assisté de plusieurs ministres et du maire de Ouagadougou a plaidé pour une approche coordonnée en vue déviter la dispersion des efforts et surtout, la cacophonie qui crée la délation. Car les populations sinistrées ont besoin de soutien et non de désordre . Il sest agi pour le gouvernement daffirmer aux OSC que ses structures de terrain sont ouvertes à leurs contributions et soutiens. Les débats ont ainsi porté entre autres sur la rentrée scolaire, lélargissement du comité de crise à la société civile, au relogement des sinistrés. Pour le chef du gouvernement, il nest pas question de reporter la rentrée des classes. Elle aura donc bel et bien lieu. On ne va pas reporter la rentrée à Ouagadougou comme le disent certains. Elle aura lieu à la bonne date , a indiqué Tertius Zongo, rassurant du coup les parents délèves, inquiets au sujet de la rentrée des classes. En effet, a poursuivi",2009,"[""'Ouagadougou'"", ""'Ouagadougou'""]","['1er septembre', '1er septembre 2009']","[""'Ouagadougou'"", ""'Ouagadougou'""]","['jeudi 10 septembre 2009 à 03h', '1er septembre', 'hier mercredi 9 septembre 2009, le', 'deux heures', '1er septembre 2009 dans']",2009-09-10,"['2009', '2010', '2009-09-10', '2009-09-01', '2009-09-09', '2009-09-09', '2009-09-01']","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 2}}","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 2}}",0.523973,aide humanitaire,aide humanitaire non alimentaire ou non specifiée,alimentaire,0
138,2,"arrondissement, village et secteur, cest le comité de crise présidé par un conseiller qui gère les vivres et autres dons faits aux sinistrés, ajoutant que nous faisons en sorte que les OSC passent par la mairie pour mieux faire le dispatching des dons. Cest la meilleure façon de travailler ensemble sans frustrer qui que ce soit tout en précisant que les maires darrondissement seront instruits pour recevoir la société civile. Dans lensemble, les OSC ont affirmé avoir pris acte des actions entreprises par le gouvernement en guise de réponse au sinistre. Elles se sont surtout engagées à suivre, contrôler les actions menées sur le terrain, afin que laide arrive aux bénéficiaires. Cette rencontre était la bienvenue, étant donné que la journée de solidarité a été lancée par le chef de lEtat mais la société civile ne sest pas tellement manifestée. Le Premier ministre a exposé aux OSC les efforts pour juguler la situation et a donné des pistes dintervention. Le SPONG a demandé à ses membres de ne pas aller en rangs dispersés, car cest ce qui crée le flou. Il faut de la synergie. Nous encourageons nos membres à faire en sorte que les dons puissent atteindre les destinataires , a souligné le pasteur Moïse Napon, du secrétariat permanent des ONG et associations SPONG. La société civile a un rôle de premier plan à jouer dans la gestion de cette crise majeure, notamment en matière de sensibilisation à lhygiène, dassainissement et surtout, de prévention des infections VIH Sida, IST et des grossesses. Une responsabilité quelle compte bien assumer. S. N. COULIBALY et Monique CONSEIBO stagiaire Sidwaya",2009,[''],[],"[""'lEtat'"", ""'a'""]",[],2009-09-10,[],{},{},0.5860726,aide humanitaire,aide humanitaire non alimentaire ou non specifiée,alimentaire,0
139,1,"le coordonnateur pays de lONUSIDA au Burkina Faso. Le directeur général de la SONAPOST, Arthur Kafando a rappelé limpact dévastateur de la pandémie du Sida dans les entreprises. Les nombreux congés maladie, les hospitalisations, a-t-il ajouté, sont sources dabsentéisme chronique pour les acteurs du développement et les travailleurs des entreprises postales. A cette situation se conjugue laugmentation des demandes de prise en charge sanitaire, mais aussi malheureusement, des pertes en vie de nos camarades et collègues, a déploré Arthur Kafando. Laptitude professionnelle exigeant des travailleurs un état de santé physique et psychologique bon, le directeur général de la SONAPOST est conscient de la nécessité dune implication franche de sa structure dans la prise en charge et la prévention des personnes infectées ou affectées. Pour lui, cette campagne mondiale de sensibilisation sur le Sida vient donc à point nommé et appuiera les efforts queffectuent déjà le comité dentreprise de lutte contre le Sida et les IST de la SONAPOST. Le ministre des Postes et des Technologies de linformation et de la communication, Noël Kaboré qui a présidé la cérémonie de lancement, a confirmé le soutien de son département à toute initiative allant dans le sens de la sensibilisation. Cette campagne de sensibilisation contre le Sida vient intensifier la stratégie nationale de lutte contre le VIH. Il est urgent que tous les acteurs de la société réagissent en synergie à travers des activités immédiates et durables, a-t-il expliqué. La campagne mondiale de sensibilisation se déroulera en trois phases. Elle débutera dabord par laffichage dun ensemble et dinformation sur le VIH dans les bureaux de poste du Burkina, afin déveiller les consciences. La seconde phase visera ensuite les employés postaux, soit plus de cinq millions à travers le monde. Enfin, les pays membres de lUnion postale universelle UPU et leurs opérateurs seront invités",2009,[''],[],"[""'Burkina Faso'"", ""'Burkina'""]",[],2009-07-15,['2008-12-25'],{},"{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.7269131,moyen de subsistance en danger,famine,alimentaire,0
139,2,"seconde phase visera ensuite les employés postaux, soit plus de cinq millions à travers le monde. Enfin, les pays membres de lUnion postale universelle UPU et leurs opérateurs seront invités en 2011 à éditer des timbres contre le VIHiSda. Sié Simplice HIEN Sidwaya",2009,[''],['2011'],[''],['en 2011'],2009-07-15,['2011'],{},{},0.56523734,hausse du taux de fret,augmentation des prix des transports,economique,0
